source_system,org_id_source,org_name,org_type,address_line1,city,state,postal_code,country,updated_at,entity_key
CRM_A,CRM_A_O_ORG_0070_897,Nayar-Mallick Diagnostic Center,Diagnostic Center,"31
Chanda Marg",Uluberia,DL,995369,IN,2025-10-17T15:26:19,ORG_0070
CRM_A,CRM_A_O_ORG_0071_216,Bera-Jhaveri Diagnostic Center,Diagnostic Center,"H.No. 35
Dutt Road",Gandhidham,MD,56944,US,2026-01-04T08:35:48,ORG_0071
CRM_B,CRM_B_O_ORG_0071_563,Bera-Jhaveri Diagnostic Center,Diagnostic Center,"H.No. 35
Dutt Road",Gandhidham,MD,56944,US,2025-12-03T04:45:30,ORG_0071
CRM_A,CRM_A_O_ORG_0072_930,Kumer Group Hospital,Hospital,"62
Rout Street",Pali,AZ,62811,US,2026-01-14T21:35:49,ORG_0072
CRM_B,CRM_B_O_ORG_0072_212,Kumer Group Hospital,Hospital,"62
Rout Street",Pali,AZ,62811,US,2025-10-30T01:37:04,ORG_0072
CRM_A,CRM_A_O_ORG_0073_142,Tailor LLC Pharmacy,Pharmacy,"04/55
Dhar Street",Tirunelveli,AZ,76238,US,2025-12-28T11:55:31,ORG_0073
CRM_B,CRM_B_O_ORG_0073_120,Tailor LLC Pharmacy,Pharmacy,"04/55
Dhar Street",Tirunelveli,AZ,76238,US,2025-10-14T22:47:46,ORG_0073
CRM_A,CRM_A_O_ORG_0074_997,"Bassi, Parsa and Sane Lab",Lab,"549
Walia Chowk",Gandhinagar,UP,811751,IN,2025-12-02T16:23:39,ORG_0074
CRM_B,CRM_B_O_ORG_0074_776,"Bassi, Parsa and Sane Lab",Lab,"549
Walia Chowk",Gandhinagar,UP,811751,IN,2026-02-03T22:02:31,ORG_0074
CRM_A,CRM_A_O_ORG_0075_776,Karnik-Subramaniam Clinic,Clinic,"60/34, Sunder Circle",Coimbatore,WB,196069,IN,2025-11-03T11:09:54,ORG_0075
CRM_B,CRM_B_O_ORG_0075_158,Karnik-Subramaniam Clinic,Clinic,"60/34, Sunder Circle",Coimbatore,WB,196069,IN,2025-11-22T23:31:37,ORG_0075
CRM_A,CRM_A_O_ORG_0076_703,Sangha Inc Pharmacy,Pharmacy,"H.No. 65, Prabhakar Ganj",Tiruchirappalli,MH,543843,IN,2025-11-13T12:07:50,ORG_0076
CRM_B,CRM_B_O_ORG_0076_301,Sangha Incorporated Pharmacy,Pharmacy,"H.No. 65, Prabhakar Ganj",Tiruchirappalli,MH,543843,IN,2026-01-10T00:25:40,ORG_0076
CRM_A,CRM_A_O_ORG_0077_278,Nadkarni LLC Pharmacy,Pharmacy,"H.No. 01, Bajaj Path",Kakinada,PA,44585,US,2026-01-09T01:46:43,ORG_0077
CRM_B,CRM_B_O_ORG_0077_627,Nadkarni LLC Pharmacy,Pharmacy,"H.No. 01, Bajaj Path",Kakinada,PA,44585,US,2026-01-17T11:54:15,ORG_0077
CRM_A,CRM_A_O_ORG_0078_352,"Shroff, Bhat and Vohra Pharmacy",Pharmacy,"08/83
Vyas Path",Nagercoil,DL,802347,IN,2025-11-12T00:47:36,ORG_0078
CRM_B,CRM_B_O_ORG_0078_243,"Shroff, Bhat and Vohra Pharmacy",Pharmacy,"08/83
Vyas Path",Nagercoil,DL,802347,IN,2026-01-05T19:02:21,ORG_0078
CRM_A,CRM_A_O_ORG_0079_115,"Kapur, Sane and Lal Hospital",Hospital,"H.No. 87
Sen Path",Bhilwara,AL,98513,US,2025-12-04T08:34:22,ORG_0079
CRM_B,CRM_B_O_ORG_0079_369,"Kapur, Sane and Lal Hospital",Hospital,"H.No. 87
Sen Path",Bhilwara,AL,98513,US,2025-12-05T00:06:38,ORG_0079
CRM_B,CRM_B_O_ORG_0079_748,"Kapur, Sane and Lal Hospital",Hospital,"H.No. 87
Sen Path",Bhilwara,AL,98513,US,2026-02-03T01:55:37,ORG_0079
CRM_A,CRM_A_O_ORG_0080_959,Palla Ltd Hospital,Hospital,"904
Rajagopalan Ganj",Morena,AL,97364,US,2025-11-04T05:15:40,ORG_0080
CRM_B,CRM_B_O_ORG_0080_599,Palla Ltd Hospital,Hospital,"904
Rajagopalan Ganj",Morena,AL,97364,US,2026-02-03T03:37:34,ORG_0080
CRM_A,CRM_A_O_ORG_0081_447,Raval-Varma Diagnostic Center,Diagnostic Center,"78/50
Virk Chowk",Ongole,AL,54291-5584,US,2025-12-22T10:05:27,ORG_0081
CRM_B,CRM_B_O_ORG_0081_624,Raval-Varma Diagnostic Center,Diagnostic Center,"78/50
Virk Chowk",Ongole,AL,54291-5584,US,2025-12-22T07:12:36,ORG_0081
CRM_A,CRM_A_O_ORG_0082_795,Nadkarni and Sons Hospital,Hospital,"15/80, Raval Circle",Nagaon,CO,95419,US,2025-12-30T15:58:48,ORG_0082
CRM_B,CRM_B_O_ORG_0082_859,Nadkarni and Sons Hospital,Hospital,"15/80, Raval Circle",Nagaon,CO,95419,US,2026-01-10T16:45:22,ORG_0082
CRM_A,CRM_A_O_ORG_0083_592,"Lal, Prakash and Chokshi Clinic",Clinic,"32/46, Bobal Chowk",Madhyamgram,AK,51978,US,2025-12-21T20:55:01,ORG_0083
CRM_B,CRM_B_O_ORG_0083_199,"Lal, Prakash and Chokshi Clinic",Clinic,32/46 Bobal Chowk,Madhyamgram,AK,51978,US,2025-10-09T10:20:21,ORG_0083
CRM_A,CRM_A_O_ORG_0084_669,Garg-Kalita Clinic,Clinic,"H.No. 002
Pillai",Jhansi,WB,499915,IN,2025-10-28T19:51:21,ORG_0084
CRM_B,CRM_B_O_ORG_0084_740,Garg-Kalita Clinic,Clinic,"H.No. 002
Pillai",Jhansi,WB,499915,IN,2025-12-21T07:32:14,ORG_0084
CRM_A,CRM_A_O_ORG_0084_113,Garg-Kalita Clinic,Clinic,"H.No. 002
Pillai",Jhansi,WB,499915,IN,2025-12-21T17:50:30,ORG_0084
CRM_A,CRM_A_O_ORG_0085_228,Borah-Sunder Hospital,Hospital,"05
Golla Ganj",Phusro,FL,17453,US,2026-01-04T14:13:19,ORG_0085
CRM_B,CRM_B_O_ORG_0085_511,Borah-Sunder Hospital,Hospital,"05
Golla Ganj",Phusro,FL,17453,US,2025-10-09T19:17:00,ORG_0085
CRM_A,CRM_A_O_ORG_0086_996,"Korpal, Puri and Bose Diagnostic Center",Diagnostic Center,"01/446, Chokshi Road",Sangli-Miraj & Kupwad,VA,18646,US,2025-10-14T01:29:40,ORG_0086
CRM_B,CRM_B_O_ORG_0086_116,"Korpal, Puri and Bose Diagnostic Center",Diagnostic Center,01/446 Chokshi Road,Sangli-Miraj & Kupwad,VA,18646,US,2025-11-01T23:26:40,ORG_0086
CRM_A,CRM_A_O_ORG_0087_103,"Mani, Bobal and Bhandari Hospital",Hospital,"75, Atwal Circle",Tezpur,PA,50595,US,2025-11-23T06:08:42,ORG_0087
CRM_B,CRM_B_O_ORG_0087_111,"Mani, Bobal and Bhandari Hospital",Hospital,"75, Atwal Circle",Tezpur,PA,50595,US,2025-10-19T14:19:39,ORG_0087
CRM_A,CRM_A_O_ORG_0088_579,"Kapadia, Dube and Viswanathan Clinic",Clinic,"H.No. 117
Gupta Zila",Kulti,DL,652313,IN,2025-12-06T03:00:37,ORG_0088
CRM_B,CRM_B_O_ORG_0088_381,"Kapadia, Dube and Viswanathan Clinic",Clinic,"H.No. 117
Gupta Zila",Kulti,DL,652313,IN,2025-11-16T10:07:41,ORG_0088
CRM_A,CRM_A_O_ORG_0089_790,"Sundaram, Bala and Sharaf Lab",Lab,"46/79, Shroff Nagar",Muzaffarpur,GA,81271-3944,US,2025-10-13T11:02:03,ORG_0089
CRM_A,CRM_A_O_ORG_0090_552,Kalita-Cherian Clinic,Clinic,"27/59
Swaminathan Street",Haridwar,AK,44407-4614,US,2025-11-12T20:37:42,ORG_0090
CRM_B,CRM_B_O_ORG_0090_398,Kalita-Cherian Clinic,Clinic,"27/59
Swaminathan Street",Haridwar,AK,44407-4614,US,2025-10-27T03:32:20,ORG_0090
CRM_A,CRM_A_O_ORG_0091_209,Chad Inc Clinic,Clinic,"97, Master Chowk",Mumbai,NJ,61630,US,2025-12-28T17:37:58,ORG_0091
CRM_B,CRM_B_O_ORG_0091_883,Chad Incorporated Clnc,Clinic,"97, Master Chowk",Mumbai,NJ,61630,US,2025-10-15T15:34:17,ORG_0091
CRM_B,CRM_B_O_ORG_0091_710,Chad Inc Clnc,Clinic,"97, Master Chowk",Mumbai,NJ,61630,US,2026-02-01T19:15:33,ORG_0091
CRM_A,CRM_A_O_ORG_0092_991,"Shere, Bhakta and Bhatnagar Hospital",Hospital,"566, Anand Zila",Bareilly,AL,27970,US,2026-01-10T23:53:38,ORG_0092
CRM_B,CRM_B_O_ORG_0092_120,"Shere, Bhakta and Bhatnagar Hospital",Hospital,566 Anand Zila,Bareilly,AL,27970,US,2026-01-16T22:07:45,ORG_0092
CRM_A,CRM_A_O_ORG_0093_708,Vyas LLC Lab,Lab,"00, Bhatia Chowk",Salem,NJ,84983,US,2025-11-01T17:41:12,ORG_0093
CRM_B,CRM_B_O_ORG_0093_907,Vyas LLC Lab,Lab,"00, Bhatia Chowk",Salem,NJ,84983,US,2025-10-23T00:44:09,ORG_0093
CRM_A,CRM_A_O_ORG_0094_388,Doctor and Sons Lab,Lab,"12/683, Barman",Jalandhar,NY,10490,US,2026-02-05T14:17:04,ORG_0094
CRM_B,CRM_B_O_ORG_0094_235,Doctor and Sons Lab,Lab,"12/683, Barman",Jalandhar,NY,10490,US,2025-11-18T08:40:30,ORG_0094
CRM_A,CRM_A_O_ORG_0095_135,"Banik, Dara and Bose Hospital",Hospital,"69/349, Ahluwalia Zila",Madhyamgram,UP,138100,IN,2025-10-07T06:11:21,ORG_0095
CRM_B,CRM_B_O_ORG_0095_433,"Banik, Dara and Bose Hospital",Hospital,"69/349, Ahluwalia Zila",Madhyamgram,UP,138100,IN,2025-11-15T17:10:05,ORG_0095
CRM_A,CRM_A_O_ORG_0096_721,Vasa-Sood Clinic,Clinic,"H.No. 149, Buch Road",Khandwa,UP,807100,IN,2026-01-18T07:17:09,ORG_0096
CRM_B,CRM_B_O_ORG_0096_380,Vasa-Sood Clinic,Clinic,"H.No. 149, Buch Road",Khandwa,UP,807100,IN,2025-11-22T20:30:45,ORG_0096
CRM_A,CRM_A_O_ORG_0097_471,Gola PLC Pharmacy,Pharmacy,"25/196, Deshmukh Road",Guna,TZ,621346,IN,2026-02-01T23:40:17,ORG_0097
CRM_B,CRM_B_O_ORG_0097_129,Gola PLC Pharmacy,Pharmacy,"25/196, Deshmukh Road",Guna,TZ,621346,IN,2025-10-20T13:08:00,ORG_0097
CRM_B,CRM_B_O_ORG_0097_416,Gola PLC Pharmacy,Pharmacy,"25/196, Deshmukh Road",Guna,TZ,621346,IN,2025-11-07T03:31:52,ORG_0097
CRM_A,CRM_A_O_ORG_0098_837,"Raju, Dara and Sant Diagnostic Center",Diagnostic Center,"117
Dugal Nagar",Nizamabad,DL,404313,IN,2026-01-21T01:39:52,ORG_0098
CRM_A,CRM_A_O_ORG_0099_361,Ramakrishnan-Mutti Hospital,Hospital,"H.No. 242
Vasa Zila",Anantapur,KA,883282,IN,2026-01-22T05:13:38,ORG_0099
CRM_B,CRM_B_O_ORG_0099_911,Ramakrishnan-Mutti Hospital,Hospital,"H.No. 242
Vasa Zila",Anantapur,KA,883282,IN,2025-12-30T23:31:28,ORG_0099
CRM_B,CRM_B_O_ORG_0099_475,Ramakrishnan-Mutti Hospital,Hospital,"H.No. 242
Vasa Zila",Anantapur,KA,883282,IN,2025-10-18T05:31:05,ORG_0099
CRM_A,CRM_A_O_ORG_0100_774,Vohra-Bedi Pharmacy,Pharmacy,"75/950
Menon Street",Chandrapur,NJ,56658,US,2025-12-19T15:53:02,ORG_0100
CRM_B,CRM_B_O_ORG_0100_192,Vohra-Bedi Pharmacy,Pharmacy,75/950 Menon Street,Chandrapur,NJ,56658,US,2025-12-30T00:35:44,ORG_0100
CRM_A,CRM_A_O_ORG_0101_969,"Devi, Sahota and Kale Pharmacy",Pharmacy,"H.No. 23, Sheth Zila",Tumkur,CA,22883,US,2025-12-15T14:14:17,ORG_0101
CRM_B,CRM_B_O_ORG_0101_681,"Devi, Sahota and Kale Pharmacy",Pharmacy,"H.No. 23, Sheth Zila",Tumkur,CA,22883,US,2025-12-19T11:08:35,ORG_0101
CRM_A,CRM_A_O_ORG_0101_947,"Devi, Sahota and Kale Pharmacy",Pharmacy,"H.No. 23, Sheth Zila",Tumkur,CA,22883,US,2026-01-02T04:16:57,ORG_0101
CRM_A,CRM_A_O_ORG_0102_238,"Savant, Tank and Dash Clinic",Clinic,"020, Chana Marg",Tadepalligudem,OH,81131,US,2026-01-31T17:06:06,ORG_0102
CRM_A,CRM_A_O_ORG_0103_475,"De, Atwal and Keer Clinic",Clinic,"67/67, Mohanty Road",Mangalore,TS,553448,IN,2025-12-19T07:05:32,ORG_0103
CRM_B,CRM_B_O_ORG_0103_660,"De, Atwal and Keer Clinic",Clinic,"67/67, Mohanty Road",Mangalore,TS,553448,IN,2025-10-16T03:54:27,ORG_0103
CRM_A,CRM_A_O_ORG_0104_783,"Suresh, Apte and Tara Pharmacy",Pharmacy,"00/49, Karpe Marg",Adoni,MI,93870,US,2025-12-07T13:46:57,ORG_0104
CRM_B,CRM_B_O_ORG_0104_810,"Suresh, Apte and Tara Pharmacy",Pharmacy,"00/49, Karpe Marg",Adoni,MI,93870,US,2025-11-23T04:16:22,ORG_0104
CRM_A,CRM_A_O_ORG_0105_332,Sahni-Raman Clinic,Clinic,"29
Balay Marg",Narasaraopet,NC,66656,US,2026-01-30T08:27:46,ORG_0105
CRM_B,CRM_B_O_ORG_0105_246,Sahni-Raman Clinic,Clinic,"29
Balay Marg",Narasaraopet,NC,66656,US,2025-10-17T18:37:48,ORG_0105
CRM_A,CRM_A_O_ORG_0106_539,Muni-Boase Diagnostic Center,Diagnostic Center,"H.No. 71, Mishra Marg",Bardhaman,PA,35521-8332,US,2026-01-06T13:30:10,ORG_0106
CRM_B,CRM_B_O_ORG_0106_446,Muni-Boase Diagnostic Center,Diagnostic Center,"H.No. 71, Mishra Marg",Bardhaman,PA,35521-8332,US,2025-10-13T15:37:10,ORG_0106
CRM_A,CRM_A_O_ORG_0107_591,Thakkar-Lanka Lab,Lab,"57
Dalal Chowk",Hospet,AZ,82128,US,2025-11-12T11:25:17,ORG_0107
CRM_B,CRM_B_O_ORG_0107_709,Thakkar-Lanka Lab,Lab,"57
Dalal Chowk",Hospet,AZ,82128,US,2025-12-29T07:22:41,ORG_0107
CRM_A,CRM_A_O_ORG_0108_692,Padmanabhan and Sons Diagnostic Center,Diagnostic Center,"789
Ghosh Ganj",Thrissur,DL,738788,IN,2025-11-20T17:11:50,ORG_0108
CRM_B,CRM_B_O_ORG_0108_560,Padmanabhan and Sons Diagnostic Center,Diagnostic Center,"789
Ghosh Ganj",Thrissur,DL,738788,IN,2025-12-18T20:21:59,ORG_0108
CRM_A,CRM_A_O_ORG_0109_529,Ghose Group Clinic,Clinic,"54
Mann Circle",Panchkula,MA,84134,US,2026-01-08T12:28:32,ORG_0109
CRM_B,CRM_B_O_ORG_0109_840,Ghose Group Clnc,Clinic,"54
Mann Circle",Panchkula,MA,84134,US,2026-02-04T08:35:03,ORG_0109
CRM_B,CRM_B_O_ORG_0109_566,Ghose Group Clinic,Clinic,54 Mann Circle,Panchkula,MA,84134,US,2025-11-15T05:29:20,ORG_0109
CRM_A,CRM_A_O_ORG_0110_874,Mann-Sangha Diagnostic Center,Diagnostic Center,"H.No. 40
Balan Ganj",Bhatpara,CO,70929,US,2025-10-24T00:44:22,ORG_0110
CRM_B,CRM_B_O_ORG_0110_895,Mann-Sangha Diagnostic Center,Diagnostic Center,"H.No. 40
Balan Ganj",Bhatpara,CO,70929,US,2025-10-13T18:41:06,ORG_0110
CRM_A,CRM_A_O_ORG_0111_789,"Chaudhry, Mital and Kaur Pharmacy",Pharmacy,"59
Parmer Road",Begusarai,MD,13268,US,2026-01-11T18:40:49,ORG_0111
CRM_B,CRM_B_O_ORG_0111_116,"Chaudhry, Mital and Kaur Pharmacy",Pharmacy,"59
Parmer Road",Begusarai,MD,13268,US,2025-11-16T05:23:33,ORG_0111
CRM_A,CRM_A_O_ORG_0112_391,"Gera, Kale and Deshpande Lab",Lab,"H.No. 53, Palla Ganj",Erode,FL,79756,US,2026-01-31T04:12:36,ORG_0112
CRM_B,CRM_B_O_ORG_0112_368,"Gera, Kale and Deshpande Lab",Lab,"H.No. 53, Palla Ganj",Erode,FL,79756,US,2025-12-17T11:58:48,ORG_0112
CRM_A,CRM_A_O_ORG_0113_247,"Edwin, Deo and Viswanathan Lab",Lab,"H.No. 75
Dixit Road",Korba,AL,67778,US,2026-01-31T21:28:40,ORG_0113
CRM_B,CRM_B_O_ORG_0113_285,"Edwin, Deo and Viswanathan Lab",Lab,H.No. 75 Dixit Road,Korba,AL,67778,US,2025-10-27T03:42:16,ORG_0113
CRM_A,CRM_A_O_ORG_0114_859,"Acharya, Chowdhury and Jaggi Diagnostic Center",Diagnostic Center,"76/191, Shan Path",Bangalore,NC,84928,US,2025-11-01T19:35:40,ORG_0114
CRM_B,CRM_B_O_ORG_0114_316,"Acharya, Chowdhury and Jaggi Diagnostic Ctr",Diagnostic Center,"76/191, Shan Path",Bangalore,NC,84928,US,2025-10-19T18:43:54,ORG_0114
CRM_A,CRM_A_O_ORG_0115_540,Mukhopadhyay Inc Lab,Lab,"H.No. 581, Dube Marg",Coimbatore,CO,55995,US,2025-11-04T02:49:12,ORG_0115
CRM_B,CRM_B_O_ORG_0115_583,Mukhopadhyay Inc Lab,Lab,"H.No. 581, Dube Marg",Coimbatore,CO,55995,US,2025-12-09T03:40:37,ORG_0115
CRM_A,CRM_A_O_ORG_0115_841,Mukhopadhyay Inc Lab,Lab,"H.No. 581, Dube Marg",Coimbatore,CO,55995,US,2025-11-30T04:40:58,ORG_0115
CRM_A,CRM_A_O_ORG_0116_182,Kohli-Mahajan Hospital,Hospital,"11/58, Ravel Chowk",Agra,DL,779778,IN,2025-12-10T19:57:26,ORG_0116
CRM_B,CRM_B_O_ORG_0116_642,Kohli-Mahajan Hospital,Hospital,11/58 Ravel Chowk,Agra,DL,779778,IN,2025-10-13T19:48:56,ORG_0116
CRM_A,CRM_A_O_ORG_0116_744,Kohli-Mahajan Hospital,Hospital,"11/58, Ravel Chowk",Agra,DL,779778,IN,2026-02-17T08:10:31,ORG_0116
CRM_A,CRM_A_O_ORG_0117_256,"Bhatt, Puri and Jaggi Hospital",Hospital,"50/579
Dara Street",Rajkot,MA,95391-6915,US,2025-12-12T07:21:44,ORG_0117
CRM_B,CRM_B_O_ORG_0117_212,"Bhatt, Puri and Jaggi Hospital",Hospital,"50/579
Dara Street",Rajkot,MA,95391-6915,US,2025-11-01T05:03:54,ORG_0117
CRM_A,CRM_A_O_ORG_0118_327,Chanda Inc Clinic,Clinic,"94/430, Dewan Nagar",Morbi,KA,374611,IN,2026-01-25T08:46:39,ORG_0118
CRM_B,CRM_B_O_ORG_0118_788,Chanda Incorporated Clinic,Clinic,"94/430, Dewan Nagar",Morbi,KA,374611,IN,2025-11-16T17:32:43,ORG_0118
CRM_B,CRM_B_O_ORG_0118_744,Chanda Inc Clinic,Clinic,"94/430, Dewan Nagar",Morbi,KA,374611,IN,2025-12-05T12:45:48,ORG_0118
CRM_A,CRM_A_O_ORG_0119_518,Devi Inc Pharmacy,Pharmacy,"H.No. 69
Dhingra Road",Haridwar,CT,74392,US,2025-11-21T12:14:13,ORG_0119
CRM_B,CRM_B_O_ORG_0119_714,Devi Inc Pharmacy,Pharmacy,"H.No. 69
Dhingra Road",Haridwar,CT,74392,US,2025-12-31T11:26:56,ORG_0119
CRM_A,CRM_A_O_ORG_0120_345,"Gulati, Anand and Vora Clinic",Clinic,"32, Saxena Marg",Kamarhati,NY,28519,US,2025-10-10T20:00:15,ORG_0120
CRM_B,CRM_B_O_ORG_0120_450,"Gulati, Anand and Vora Clinic",Clinic,32 Saxena Marg,Kamarhati,NY,28519,US,2025-11-30T18:33:43,ORG_0120
CRM_A,CRM_A_O_ORG_0121_450,"Chaudhry, Chahal and More Clinic",Clinic,"H.No. 075, Thakur Ganj",Vijayawada,AL,11729,US,2025-10-19T14:39:53,ORG_0121
CRM_B,CRM_B_O_ORG_0121_453,"Chaudhry, Chahal and More Clinic",Clinic,H.No. 075 Thakur Ganj,Vijayawada,AL,11729,US,2025-10-08T18:33:38,ORG_0121
CRM_B,CRM_B_O_ORG_0121_229,"Chaudhry, Chahal and More Clinic",Clinic,"H.No. 075, Thakur Ganj",Vijayawada,AL,11729,US,2025-11-19T02:32:51,ORG_0121
CRM_A,CRM_A_O_ORG_0122_357,Chopra-Lata Hospital,Hospital,"42, Kant",Gandhinagar,PA,32402,US,2026-02-06T11:15:48,ORG_0122
CRM_B,CRM_B_O_ORG_0122_880,Chopra-Lata Hospital,Hospital,"42, Kant",Gandhinagar,PA,32402,US,2025-11-17T00:01:06,ORG_0122
CRM_B,CRM_B_O_ORG_0122_951,Chopra-Lata Hospital,Hospital,"42, Kant",Gandhinagar,PA,32402,US,2026-01-04T11:07:15,ORG_0122
CRM_A,CRM_A_O_ORG_0123_111,"Kurian, Raj and Choudhury Diagnostic Center",Diagnostic Center,"838
Sachar Zila",Dewas,AL,33744,US,2025-10-30T19:01:32,ORG_0123
CRM_B,CRM_B_O_ORG_0123_952,"Kurian, Raj and Choudhury Diagnostic Center",Diagnostic Center,"838
Sachar Zila",Dewas,AL,33744,US,2025-12-31T02:05:49,ORG_0123
CRM_A,CRM_A_O_ORG_0124_505,"Desai, Zachariah and Munshi Clinic",Clinic,"H.No. 584
Lad Chowk",Proddatur,FL,93098,US,2025-12-12T09:32:11,ORG_0124
CRM_A,CRM_A_O_ORG_0125_758,"Master, Suresh and Nayar Hospital",Hospital,"97/24, Shanker Path",Gaya,NC,75336-4204,US,2026-01-22T06:01:09,ORG_0125
CRM_B,CRM_B_O_ORG_0125_769,"Master, Suresh and Nayar Hospital",Hospital,97/24 Shanker Path,Gaya,NC,75336-4204,US,2026-01-27T07:13:38,ORG_0125
CRM_A,CRM_A_O_ORG_0126_889,Oak-Pai Clinic,Clinic,"H.No. 421
Andra Nagar",Dewas,CO,95355,US,2025-12-08T02:34:36,ORG_0126
CRM_B,CRM_B_O_ORG_0126_266,Oak-Pai Clinic,Clinic,"H.No. 421
Andra Nagar",Dewas,CO,95355,US,2026-01-31T10:39:47,ORG_0126
CRM_A,CRM_A_O_ORG_0127_502,"Ratta, Dani and Choudhary Diagnostic Center",Diagnostic Center,"85
Prabhu Road",Buxar,CO,41354,US,2025-12-30T12:31:00,ORG_0127
CRM_B,CRM_B_O_ORG_0127_788,"Ratta, Dani and Choudhary Diagnostic Ctr",Diagnostic Center,85 Prabhu Road,Buxar,CO,41354,US,2026-01-31T03:27:29,ORG_0127
CRM_B,CRM_B_O_ORG_0127_301,"Ratta, Dani and Choudhary Diagnostic Center",Diagnostic Center,"85
Prabhu Road",Buxar,CO,41354,US,2025-11-23T14:05:18,ORG_0127
CRM_A,CRM_A_O_ORG_0128_875,"Balay, Pal and Sarraf Lab",Lab,"26
Goda",Patiala,MA,22061,US,2026-01-26T11:09:54,ORG_0128
CRM_B,CRM_B_O_ORG_0128_583,"Balay, Pal and Sarraf Lab",Lab,"26
Goda",Patiala,MA,22061,US,2025-12-04T19:29:26,ORG_0128
CRM_A,CRM_A_O_ORG_0129_453,"Nigam, Khurana and Anand Pharmacy",Pharmacy,"25/539, Goswami Path",Silchar,WB,795567,IN,2025-11-30T08:47:33,ORG_0129
CRM_B,CRM_B_O_ORG_0129_517,"Nigam, Khurana and Anand Pharmacy",Pharmacy,"25/539, Goswami Path",Silchar,WB,795567,IN,2026-01-24T10:33:15,ORG_0129
CRM_A,CRM_A_O_ORG_0130_508,"Jhaveri, Sha and Sura Pharmacy",Pharmacy,"H.No. 252, Pathak Road",Patna,TN,368133,IN,2026-01-05T08:33:56,ORG_0130
CRM_B,CRM_B_O_ORG_0130_118,"Jhaveri, Sha and Sura Pharmacy",Pharmacy,"H.No. 252, Pathak Road",Patna,TN,368133,IN,2025-12-23T00:23:34,ORG_0130
CRM_A,CRM_A_O_ORG_0131_105,Kant Inc Pharmacy,Pharmacy,"H.No. 751, Khanna Chowk",Bharatpur,NC,57433,US,2026-01-11T12:09:38,ORG_0131
CRM_B,CRM_B_O_ORG_0131_937,Kant Inc Pharmacy,Pharmacy,"H.No. 751, Khanna Chowk",Bharatpur,NC,57433,US,2026-01-06T09:53:51,ORG_0131
CRM_A,CRM_A_O_ORG_0132_599,"Hayre, Sabharwal and Dhar Clinic",Clinic,"21/51
Sanghvi Path",Bijapur,IL,18596,US,2025-10-31T00:57:25,ORG_0132
CRM_B,CRM_B_O_ORG_0132_641,"Hayre, Sabharwal and Dhar Clinic",Clinic,"21/51
Sanghvi Path",Bijapur,IL,18596,US,2025-10-25T21:30:46,ORG_0132
CRM_A,CRM_A_O_ORG_0133_175,Tandon PLC Diagnostic Center,Diagnostic Center,"H.No. 713
Kale Path",Anand,NJ,64897,US,2025-12-06T21:10:40,ORG_0133
CRM_B,CRM_B_O_ORG_0133_349,Tandon PLC Diagnostic Center,Diagnostic Center,H.No. 713 Kale Path,Anand,NJ,64897,US,2026-01-20T15:29:41,ORG_0133
CRM_A,CRM_A_O_ORG_0134_803,"Chacko, Bhalla and Palla Lab",Lab,"25/62
Kala Chowk",Parbhani,PA,48885,US,2026-01-20T20:36:05,ORG_0134
CRM_A,CRM_A_O_ORG_0135_427,Jaggi Inc Lab,Lab,"H.No. 209
Dhaliwal",Deoghar,GA,66224,US,2025-11-10T22:03:50,ORG_0135
CRM_B,CRM_B_O_ORG_0135_920,Jaggi Inc Lab,Lab,"H.No. 209
Dhaliwal",Deoghar,GA,66224,US,2025-10-09T16:30:02,ORG_0135
CRM_A,CRM_A_O_ORG_0136_120,"Soni, Memon and Dua Clinic",Clinic,"51
Kapadia Path",Gandhidham,NJ,61332,US,2025-11-23T00:05:08,ORG_0136
CRM_B,CRM_B_O_ORG_0136_344,"Soni, Memon and Dua Clinic",Clinic,"51
Kapadia Path",Gandhidham,NJ,61332,US,2026-01-24T23:17:54,ORG_0136
CRM_A,CRM_A_O_ORG_0137_701,Batta Ltd Clinic,Clinic,"50/669
Chawla",Bongaigaon,DL,130721,IN,2026-02-14T16:19:18,ORG_0137
CRM_B,CRM_B_O_ORG_0137_363,Batta Limited Clinic,Clinic,"50/669
Chawla",Bongaigaon,DL,130721,IN,2026-01-29T08:20:55,ORG_0137
CRM_B,CRM_B_O_ORG_0137_535,Batta Limited Clnc,Clinic,"50/669
Chawla",Bongaigaon,DL,130721,IN,2025-12-05T07:56:00,ORG_0137
CRM_A,CRM_A_O_ORG_0138_492,Randhawa-Vasa Lab,Lab,"44/16
Khalsa Road",Navi Mumbai,WB,650004,IN,2025-10-20T00:20:33,ORG_0138
CRM_B,CRM_B_O_ORG_0138_455,Randhawa-Vasa Lab,Lab,44/16 Khalsa Road,Navi Mumbai,WB,650004,IN,2025-12-13T16:08:02,ORG_0138
CRM_A,CRM_A_O_ORG_0138_615,Randhawa-Vasa Lab,Lab,"44/16
Khalsa Road",Navi Mumbai,WB,650004,IN,2025-12-31T22:33:47,ORG_0138
CRM_A,CRM_A_O_ORG_0139_371,Chahal LLC Lab,Lab,"85/402
Dass Marg",Kadapa,PA,95255,US,2025-10-26T11:40:34,ORG_0139
CRM_B,CRM_B_O_ORG_0139_423,Chahal LLC Lab,Lab,"85/402
Dass Marg",Kadapa,PA,95255,US,2025-10-20T19:13:52,ORG_0139
