source_system,org_id_source,org_name,org_type,address_line1,city,state,postal_code,country,updated_at,org_name_raw,address_raw,postal_raw
CRM_A,CRM_A_O_ORG_0056_299,Hayre-Guha Lab,Lab,71/97 arora street,Dhanbad,CO,48692,US,2026-02-05T15:20:26,Hayre-Guha Lab,"71/97
Arora Street",48692
CRM_B,CRM_B_O_ORG_0056_683,Hayre-Guha Lab,Lab,71/97 arora street,Dhanbad,CO,48692,US,2025-10-10T14:57:14,Hayre-Guha Lab,"71/97
Arora Street",48692
CRM_A,CRM_A_O_ORG_0056_608,Hayre-Guha Lab,Lab,71/97 arora street,Dhanbad,CO,48692,US,2026-02-06T04:26:15,Hayre-Guha Lab,"71/97
Arora Street",48692
CRM_A,CRM_A_O_ORG_0057_380,"Kale, Goyal And Manne Hospital",Hospital,h.no. 30 buch nagar,Kamarhati,OH,96330,US,2025-12-24T05:30:03,"Kale, Goyal and Manne Hospital","H.No. 30, Buch Nagar",96330
CRM_B,CRM_B_O_ORG_0057_718,"Kale, Goyal And Manne Hospital",Hospital,h.no. 30 buch nagar,Kamarhati,OH,96330,US,2025-10-21T07:30:34,"Kale, Goyal and Manne Hospital","H.No. 30, Buch Nagar",96330
CRM_A,CRM_A_O_ORG_0058_185,Puri And Sons Hospital,Hospital,430 tank circle,Farrukhabad,NY,65993,US,2026-01-13T17:44:12,Puri and Sons Hospital,"430, Tank Circle",65993
CRM_A,CRM_A_O_ORG_0059_574,Srinivasan-Thakkar Pharmacy,Pharmacy,07/12 ganesh zila,Shimla,UP,213598,IN,2026-01-16T14:40:33,Srinivasan-Thakkar Pharmacy,"07/12, Ganesh Zila",213598
CRM_B,CRM_B_O_ORG_0059_310,Srinivasan-Thakkar Pharmacy,Pharmacy,07/12 ganesh zila,Shimla,UP,213598,IN,2025-11-16T10:01:00,Srinivasan-Thakkar Pharmacy,"07/12, Ganesh Zila",213598
CRM_A,CRM_A_O_ORG_0060_715,"Zacharia, Sankaran And Brahmbhatt Pharmacy",Pharmacy,419 gola circle,Ujjain,WA,69671,US,2026-01-06T06:40:49,"Zacharia, Sankaran and Brahmbhatt Pharmacy","419, Gola Circle",69671
CRM_B,CRM_B_O_ORG_0060_420,"Zacharia, Sankaran And Brahmbhatt Pharmacy",Pharmacy,419 gola circle,Ujjain,WA,69671,US,2026-01-21T08:48:00,"Zacharia, Sankaran and Brahmbhatt Pharmacy","419, Gola Circle",69671
CRM_A,CRM_A_O_ORG_0061_212,Mannan-Parsa Pharmacy,Pharmacy,h.no. 769 bose,Asansol,AK,40740,US,2026-01-29T04:43:22,Mannan-Parsa Pharmacy,"H.No. 769, Bose",40740
CRM_B,CRM_B_O_ORG_0061_169,Mannan-Parsa Pharmacy,Pharmacy,h.no. 769 bose,Asansol,AK,40740,US,2025-12-10T09:33:36,Mannan-Parsa Pharmacy,"H.No. 769, Bose",40740
CRM_A,CRM_A_O_ORG_0062_664,"Kade, Chada And Chana Diagnostic Center",Diagnostic Center,89 chhabra path,Machilipatnam,IL,29967,US,2026-01-12T12:02:46,"Kade, Chada and Chana Diagnostic Center","89
Chhabra Path",29967
CRM_A,CRM_A_O_ORG_0063_437,Bhalla-Chhabra Pharmacy,Pharmacy,h.no. 544 dhawan nagar,Bahraich,MA,57779,US,2025-12-12T02:49:44,Bhalla-Chhabra Pharmacy,"H.No. 544, Dhawan Nagar",57779
CRM_B,CRM_B_O_ORG_0063_404,Bhalla-Chhabra Pharmacy,Pharmacy,h.no. 544 dhawan nagar,Bahraich,MA,57779,US,2025-12-26T11:27:33,Bhalla-Chhabra Pharmacy,"H.No. 544, Dhawan Nagar",57779
CRM_A,CRM_A_O_ORG_0064_760,Bhargava-Dada Clinic,Clinic,162 sinha path,Tiruchirappalli,NY,21566,US,2026-01-15T00:49:07,Bhargava-Dada Clinic,"162, Sinha Path",21566
CRM_B,CRM_B_O_ORG_0064_667,Bhargava-Dada Clinic,Clinic,162 sinha path,Tiruchirappalli,NY,21566,US,2025-10-20T01:05:47,Bhargava-Dada Clinic,"162, Sinha Path",21566
CRM_A,CRM_A_O_ORG_0065_805,Bandi Inc Diagnostic Center,Diagnostic Center,68 sinha path,Mathura,IL,70116,US,2025-12-09T01:01:10,Bandi Inc Diagnostic Center,"68, Sinha Path",70116
CRM_B,CRM_B_O_ORG_0065_271,Bandi Inc Diagnostic Center,Diagnostic Center,68 sinha path,Mathura,IL,70116,US,2025-10-13T01:40:43,Bandi Inc Diagnostic Center,"68, Sinha Path",70116
CRM_B,CRM_B_O_ORG_0065_646,Bandi Inc Diagnostic Center,Diagnostic Center,68 sinha path,Mathura,IL,70116,US,2025-11-20T10:04:49,Bandi Inc Diagnostic Center,"68, Sinha Path",70116
CRM_A,CRM_A_O_ORG_0066_126,"Soman, Khalsa And Madan Clinic",Clinic,18/458 rama zila,Nashik,MA,24944,US,2025-12-27T12:14:41,"Soman, Khalsa and Madan Clinic","18/458
Rama Zila",24944
CRM_B,CRM_B_O_ORG_0066_196,"Soman, Khalsa And Madan Clinic",Clinic,18/458 rama zila,Nashik,MA,24944,US,2025-12-15T11:04:27,"Soman, Khalsa and Madan Clinic","18/458
Rama Zila",24944
CRM_A,CRM_A_O_ORG_0067_129,Chhabra And Sons Lab,Lab,23/63 desai chowk,Gorakhpur,VA,22606,US,2026-01-25T11:21:01,Chhabra and Sons Lab,"23/63, Desai Chowk",22606-1718
CRM_B,CRM_B_O_ORG_0067_793,Chhabra And Sons Lab,Lab,23/63 desai chowk,Gorakhpur,VA,22606,US,2025-10-25T04:09:25,Chhabra and Sons Lab,"23/63, Desai Chowk",22606-1718
CRM_A,CRM_A_O_ORG_0068_130,Dewan Plc Hospital,Hospital,31/026 kaul street,Nagpur,CO,27635,US,2026-02-17T22:05:29,Dewan PLC Hospital,"31/026, Kaul Street",27635
CRM_B,CRM_B_O_ORG_0068_774,Dewan Plc Hospital,Hospital,31/026 kaul street,Nagpur,CO,27635,US,2025-12-05T06:28:45,Dewan PLC Hospital,"31/026, Kaul Street",27635
CRM_A,CRM_A_O_ORG_0068_118,Dewan Plc Hospital,Hospital,31/026 kaul street,Nagpur,CO,27635,US,2025-11-28T20:08:10,Dewan PLC Hospital,"31/026, Kaul Street",27635
CRM_A,CRM_A_O_ORG_0069_850,Bansal-Rajagopal Clinic,Clinic,48/252 dutta street,Ichalkaranji,TX,71436,US,2026-01-30T04:23:08,Bansal-Rajagopal Clinic,"48/252
Dutta Street",71436
CRM_B,CRM_B_O_ORG_0069_717,Bansal-Rajagopal Clnc,Clinic,48/252 dutta street,Ichalkaranji,TX,71436,US,2025-11-04T01:47:16,Bansal-Rajagopal Clnc,"48/252
Dutta Street",71436
CRM_A,CRM_A_O_ORG_0070_897,Nayar-Mallick Diagnostic Center,Diagnostic Center,31 chanda marg,Uluberia,DL,995369,IN,2025-10-17T15:26:19,Nayar-Mallick Diagnostic Center,"31
Chanda Marg",995369
CRM_A,CRM_A_O_ORG_0071_216,Bera-Jhaveri Diagnostic Center,Diagnostic Center,h.no. 35 dutt road,Gandhidham,MD,56944,US,2026-01-04T08:35:48,Bera-Jhaveri Diagnostic Center,"H.No. 35
Dutt Road",56944
CRM_B,CRM_B_O_ORG_0071_563,Bera-Jhaveri Diagnostic Center,Diagnostic Center,h.no. 35 dutt road,Gandhidham,MD,56944,US,2025-12-03T04:45:30,Bera-Jhaveri Diagnostic Center,"H.No. 35
Dutt Road",56944
CRM_A,CRM_A_O_ORG_0072_930,Kumer Group Hospital,Hospital,62 rout street,Pali,AZ,62811,US,2026-01-14T21:35:49,Kumer Group Hospital,"62
Rout Street",62811
CRM_B,CRM_B_O_ORG_0072_212,Kumer Group Hospital,Hospital,62 rout street,Pali,AZ,62811,US,2025-10-30T01:37:04,Kumer Group Hospital,"62
Rout Street",62811
CRM_A,CRM_A_O_ORG_0073_142,Tailor Llc Pharmacy,Pharmacy,04/55 dhar street,Tirunelveli,AZ,76238,US,2025-12-28T11:55:31,Tailor LLC Pharmacy,"04/55
Dhar Street",76238
CRM_B,CRM_B_O_ORG_0073_120,Tailor Llc Pharmacy,Pharmacy,04/55 dhar street,Tirunelveli,AZ,76238,US,2025-10-14T22:47:46,Tailor LLC Pharmacy,"04/55
Dhar Street",76238
CRM_A,CRM_A_O_ORG_0074_997,"Bassi, Parsa And Sane Lab",Lab,549 walia chowk,Gandhinagar,UP,811751,IN,2025-12-02T16:23:39,"Bassi, Parsa and Sane Lab","549
Walia Chowk",811751
CRM_B,CRM_B_O_ORG_0074_776,"Bassi, Parsa And Sane Lab",Lab,549 walia chowk,Gandhinagar,UP,811751,IN,2026-02-03T22:02:31,"Bassi, Parsa and Sane Lab","549
Walia Chowk",811751
CRM_A,CRM_A_O_ORG_0075_776,Karnik-Subramaniam Clinic,Clinic,60/34 sunder circle,Coimbatore,WB,196069,IN,2025-11-03T11:09:54,Karnik-Subramaniam Clinic,"60/34, Sunder Circle",196069
CRM_B,CRM_B_O_ORG_0075_158,Karnik-Subramaniam Clinic,Clinic,60/34 sunder circle,Coimbatore,WB,196069,IN,2025-11-22T23:31:37,Karnik-Subramaniam Clinic,"60/34, Sunder Circle",196069
CRM_A,CRM_A_O_ORG_0076_703,Sangha Inc Pharmacy,Pharmacy,h.no. 65 prabhakar ganj,Tiruchirappalli,MH,543843,IN,2025-11-13T12:07:50,Sangha Inc Pharmacy,"H.No. 65, Prabhakar Ganj",543843
CRM_B,CRM_B_O_ORG_0076_301,Sangha Incorporated Pharmacy,Pharmacy,h.no. 65 prabhakar ganj,Tiruchirappalli,MH,543843,IN,2026-01-10T00:25:40,Sangha Incorporated Pharmacy,"H.No. 65, Prabhakar Ganj",543843
CRM_A,CRM_A_O_ORG_0077_278,Nadkarni Llc Pharmacy,Pharmacy,h.no. 01 bajaj path,Kakinada,PA,44585,US,2026-01-09T01:46:43,Nadkarni LLC Pharmacy,"H.No. 01, Bajaj Path",44585
CRM_B,CRM_B_O_ORG_0077_627,Nadkarni Llc Pharmacy,Pharmacy,h.no. 01 bajaj path,Kakinada,PA,44585,US,2026-01-17T11:54:15,Nadkarni LLC Pharmacy,"H.No. 01, Bajaj Path",44585
CRM_A,CRM_A_O_ORG_0078_352,"Shroff, Bhat And Vohra Pharmacy",Pharmacy,08/83 vyas path,Nagercoil,DL,802347,IN,2025-11-12T00:47:36,"Shroff, Bhat and Vohra Pharmacy","08/83
Vyas Path",802347
CRM_B,CRM_B_O_ORG_0078_243,"Shroff, Bhat And Vohra Pharmacy",Pharmacy,08/83 vyas path,Nagercoil,DL,802347,IN,2026-01-05T19:02:21,"Shroff, Bhat and Vohra Pharmacy","08/83
Vyas Path",802347
CRM_A,CRM_A_O_ORG_0079_115,"Kapur, Sane And Lal Hospital",Hospital,h.no. 87 sen path,Bhilwara,AL,98513,US,2025-12-04T08:34:22,"Kapur, Sane and Lal Hospital","H.No. 87
Sen Path",98513
CRM_B,CRM_B_O_ORG_0079_369,"Kapur, Sane And Lal Hospital",Hospital,h.no. 87 sen path,Bhilwara,AL,98513,US,2025-12-05T00:06:38,"Kapur, Sane and Lal Hospital","H.No. 87
Sen Path",98513
CRM_B,CRM_B_O_ORG_0079_748,"Kapur, Sane And Lal Hospital",Hospital,h.no. 87 sen path,Bhilwara,AL,98513,US,2026-02-03T01:55:37,"Kapur, Sane and Lal Hospital","H.No. 87
Sen Path",98513
CRM_A,CRM_A_O_ORG_0080_959,Palla Ltd Hospital,Hospital,904 rajagopalan ganj,Morena,AL,97364,US,2025-11-04T05:15:40,Palla Ltd Hospital,"904
Rajagopalan Ganj",97364
CRM_B,CRM_B_O_ORG_0080_599,Palla Ltd Hospital,Hospital,904 rajagopalan ganj,Morena,AL,97364,US,2026-02-03T03:37:34,Palla Ltd Hospital,"904
Rajagopalan Ganj",97364
CRM_A,CRM_A_O_ORG_0081_447,Raval-Varma Diagnostic Center,Diagnostic Center,78/50 virk chowk,Ongole,AL,54291,US,2025-12-22T10:05:27,Raval-Varma Diagnostic Center,"78/50
Virk Chowk",54291-5584
CRM_B,CRM_B_O_ORG_0081_624,Raval-Varma Diagnostic Center,Diagnostic Center,78/50 virk chowk,Ongole,AL,54291,US,2025-12-22T07:12:36,Raval-Varma Diagnostic Center,"78/50
Virk Chowk",54291-5584
CRM_A,CRM_A_O_ORG_0082_795,Nadkarni And Sons Hospital,Hospital,15/80 raval circle,Nagaon,CO,95419,US,2025-12-30T15:58:48,Nadkarni and Sons Hospital,"15/80, Raval Circle",95419
CRM_B,CRM_B_O_ORG_0082_859,Nadkarni And Sons Hospital,Hospital,15/80 raval circle,Nagaon,CO,95419,US,2026-01-10T16:45:22,Nadkarni and Sons Hospital,"15/80, Raval Circle",95419
CRM_A,CRM_A_O_ORG_0083_592,"Lal, Prakash And Chokshi Clinic",Clinic,32/46 bobal chowk,Madhyamgram,AK,51978,US,2025-12-21T20:55:01,"Lal, Prakash and Chokshi Clinic","32/46, Bobal Chowk",51978
CRM_B,CRM_B_O_ORG_0083_199,"Lal, Prakash And Chokshi Clinic",Clinic,32/46 bobal chowk,Madhyamgram,AK,51978,US,2025-10-09T10:20:21,"Lal, Prakash and Chokshi Clinic",32/46 Bobal Chowk,51978
CRM_A,CRM_A_O_ORG_0084_669,Garg-Kalita Clinic,Clinic,h.no. 002 pillai,Jhansi,WB,499915,IN,2025-10-28T19:51:21,Garg-Kalita Clinic,"H.No. 002
Pillai",499915
CRM_B,CRM_B_O_ORG_0084_740,Garg-Kalita Clinic,Clinic,h.no. 002 pillai,Jhansi,WB,499915,IN,2025-12-21T07:32:14,Garg-Kalita Clinic,"H.No. 002
Pillai",499915
CRM_A,CRM_A_O_ORG_0084_113,Garg-Kalita Clinic,Clinic,h.no. 002 pillai,Jhansi,WB,499915,IN,2025-12-21T17:50:30,Garg-Kalita Clinic,"H.No. 002
Pillai",499915
CRM_A,CRM_A_O_ORG_0085_228,Borah-Sunder Hospital,Hospital,05 golla ganj,Phusro,FL,17453,US,2026-01-04T14:13:19,Borah-Sunder Hospital,"05
Golla Ganj",17453
CRM_B,CRM_B_O_ORG_0085_511,Borah-Sunder Hospital,Hospital,05 golla ganj,Phusro,FL,17453,US,2025-10-09T19:17:00,Borah-Sunder Hospital,"05
Golla Ganj",17453
CRM_A,CRM_A_O_ORG_0086_996,"Korpal, Puri And Bose Diagnostic Center",Diagnostic Center,01/446 chokshi road,Sangli-Miraj & Kupwad,VA,18646,US,2025-10-14T01:29:40,"Korpal, Puri and Bose Diagnostic Center","01/446, Chokshi Road",18646
CRM_B,CRM_B_O_ORG_0086_116,"Korpal, Puri And Bose Diagnostic Center",Diagnostic Center,01/446 chokshi road,Sangli-Miraj & Kupwad,VA,18646,US,2025-11-01T23:26:40,"Korpal, Puri and Bose Diagnostic Center",01/446 Chokshi Road,18646
CRM_A,CRM_A_O_ORG_0087_103,"Mani, Bobal And Bhandari Hospital",Hospital,75 atwal circle,Tezpur,PA,50595,US,2025-11-23T06:08:42,"Mani, Bobal and Bhandari Hospital","75, Atwal Circle",50595
CRM_B,CRM_B_O_ORG_0087_111,"Mani, Bobal And Bhandari Hospital",Hospital,75 atwal circle,Tezpur,PA,50595,US,2025-10-19T14:19:39,"Mani, Bobal and Bhandari Hospital","75, Atwal Circle",50595
CRM_A,CRM_A_O_ORG_0088_579,"Kapadia, Dube And Viswanathan Clinic",Clinic,h.no. 117 gupta zila,Kulti,DL,652313,IN,2025-12-06T03:00:37,"Kapadia, Dube and Viswanathan Clinic","H.No. 117
Gupta Zila",652313
CRM_B,CRM_B_O_ORG_0088_381,"Kapadia, Dube And Viswanathan Clinic",Clinic,h.no. 117 gupta zila,Kulti,DL,652313,IN,2025-11-16T10:07:41,"Kapadia, Dube and Viswanathan Clinic","H.No. 117
Gupta Zila",652313
CRM_A,CRM_A_O_ORG_0089_790,"Sundaram, Bala And Sharaf Lab",Lab,46/79 shroff nagar,Muzaffarpur,GA,81271,US,2025-10-13T11:02:03,"Sundaram, Bala and Sharaf Lab","46/79, Shroff Nagar",81271-3944
CRM_A,CRM_A_O_ORG_0090_552,Kalita-Cherian Clinic,Clinic,27/59 swaminathan street,Haridwar,AK,44407,US,2025-11-12T20:37:42,Kalita-Cherian Clinic,"27/59
Swaminathan Street",44407-4614
CRM_B,CRM_B_O_ORG_0090_398,Kalita-Cherian Clinic,Clinic,27/59 swaminathan street,Haridwar,AK,44407,US,2025-10-27T03:32:20,Kalita-Cherian Clinic,"27/59
Swaminathan Street",44407-4614
CRM_A,CRM_A_O_ORG_0091_209,Chad Inc Clinic,Clinic,97 master chowk,Mumbai,NJ,61630,US,2025-12-28T17:37:58,Chad Inc Clinic,"97, Master Chowk",61630
CRM_B,CRM_B_O_ORG_0091_883,Chad Incorporated Clnc,Clinic,97 master chowk,Mumbai,NJ,61630,US,2025-10-15T15:34:17,Chad Incorporated Clnc,"97, Master Chowk",61630
CRM_B,CRM_B_O_ORG_0091_710,Chad Inc Clnc,Clinic,97 master chowk,Mumbai,NJ,61630,US,2026-02-01T19:15:33,Chad Inc Clnc,"97, Master Chowk",61630
CRM_A,CRM_A_O_ORG_0092_991,"Shere, Bhakta And Bhatnagar Hospital",Hospital,566 anand zila,Bareilly,AL,27970,US,2026-01-10T23:53:38,"Shere, Bhakta and Bhatnagar Hospital","566, Anand Zila",27970
CRM_B,CRM_B_O_ORG_0092_120,"Shere, Bhakta And Bhatnagar Hospital",Hospital,566 anand zila,Bareilly,AL,27970,US,2026-01-16T22:07:45,"Shere, Bhakta and Bhatnagar Hospital",566 Anand Zila,27970
CRM_A,CRM_A_O_ORG_0093_708,Vyas Llc Lab,Lab,00 bhatia chowk,Salem,NJ,84983,US,2025-11-01T17:41:12,Vyas LLC Lab,"00, Bhatia Chowk",84983
CRM_B,CRM_B_O_ORG_0093_907,Vyas Llc Lab,Lab,00 bhatia chowk,Salem,NJ,84983,US,2025-10-23T00:44:09,Vyas LLC Lab,"00, Bhatia Chowk",84983
CRM_A,CRM_A_O_ORG_0094_388,Doctor And Sons Lab,Lab,12/683 barman,Jalandhar,NY,10490,US,2026-02-05T14:17:04,Doctor and Sons Lab,"12/683, Barman",10490
CRM_B,CRM_B_O_ORG_0094_235,Doctor And Sons Lab,Lab,12/683 barman,Jalandhar,NY,10490,US,2025-11-18T08:40:30,Doctor and Sons Lab,"12/683, Barman",10490
CRM_A,CRM_A_O_ORG_0095_135,"Banik, Dara And Bose Hospital",Hospital,69/349 ahluwalia zila,Madhyamgram,UP,138100,IN,2025-10-07T06:11:21,"Banik, Dara and Bose Hospital","69/349, Ahluwalia Zila",138100
CRM_B,CRM_B_O_ORG_0095_433,"Banik, Dara And Bose Hospital",Hospital,69/349 ahluwalia zila,Madhyamgram,UP,138100,IN,2025-11-15T17:10:05,"Banik, Dara and Bose Hospital","69/349, Ahluwalia Zila",138100
CRM_A,CRM_A_O_ORG_0096_721,Vasa-Sood Clinic,Clinic,h.no. 149 buch road,Khandwa,UP,807100,IN,2026-01-18T07:17:09,Vasa-Sood Clinic,"H.No. 149, Buch Road",807100
CRM_B,CRM_B_O_ORG_0096_380,Vasa-Sood Clinic,Clinic,h.no. 149 buch road,Khandwa,UP,807100,IN,2025-11-22T20:30:45,Vasa-Sood Clinic,"H.No. 149, Buch Road",807100
CRM_A,CRM_A_O_ORG_0097_471,Gola Plc Pharmacy,Pharmacy,25/196 deshmukh road,Guna,,621346,IN,2026-02-01T23:40:17,Gola PLC Pharmacy,"25/196, Deshmukh Road",621346
CRM_B,CRM_B_O_ORG_0097_129,Gola Plc Pharmacy,Pharmacy,25/196 deshmukh road,Guna,,621346,IN,2025-10-20T13:08:00,Gola PLC Pharmacy,"25/196, Deshmukh Road",621346
CRM_B,CRM_B_O_ORG_0097_416,Gola Plc Pharmacy,Pharmacy,25/196 deshmukh road,Guna,,621346,IN,2025-11-07T03:31:52,Gola PLC Pharmacy,"25/196, Deshmukh Road",621346
CRM_A,CRM_A_O_ORG_0098_837,"Raju, Dara And Sant Diagnostic Center",Diagnostic Center,117 dugal nagar,Nizamabad,DL,404313,IN,2026-01-21T01:39:52,"Raju, Dara and Sant Diagnostic Center","117
Dugal Nagar",404313
CRM_A,CRM_A_O_ORG_0099_361,Ramakrishnan-Mutti Hospital,Hospital,h.no. 242 vasa zila,Anantapur,KA,883282,IN,2026-01-22T05:13:38,Ramakrishnan-Mutti Hospital,"H.No. 242
Vasa Zila",883282
CRM_B,CRM_B_O_ORG_0099_911,Ramakrishnan-Mutti Hospital,Hospital,h.no. 242 vasa zila,Anantapur,KA,883282,IN,2025-12-30T23:31:28,Ramakrishnan-Mutti Hospital,"H.No. 242
Vasa Zila",883282
CRM_B,CRM_B_O_ORG_0099_475,Ramakrishnan-Mutti Hospital,Hospital,h.no. 242 vasa zila,Anantapur,KA,883282,IN,2025-10-18T05:31:05,Ramakrishnan-Mutti Hospital,"H.No. 242
Vasa Zila",883282
CRM_A,CRM_A_O_ORG_0100_774,Vohra-Bedi Pharmacy,Pharmacy,75/950 menon street,Chandrapur,NJ,56658,US,2025-12-19T15:53:02,Vohra-Bedi Pharmacy,"75/950
Menon Street",56658
CRM_B,CRM_B_O_ORG_0100_192,Vohra-Bedi Pharmacy,Pharmacy,75/950 menon street,Chandrapur,NJ,56658,US,2025-12-30T00:35:44,Vohra-Bedi Pharmacy,75/950 Menon Street,56658
CRM_A,CRM_A_O_ORG_0101_969,"Devi, Sahota And Kale Pharmacy",Pharmacy,h.no. 23 sheth zila,Tumkur,CA,22883,US,2025-12-15T14:14:17,"Devi, Sahota and Kale Pharmacy","H.No. 23, Sheth Zila",22883
CRM_B,CRM_B_O_ORG_0101_681,"Devi, Sahota And Kale Pharmacy",Pharmacy,h.no. 23 sheth zila,Tumkur,CA,22883,US,2025-12-19T11:08:35,"Devi, Sahota and Kale Pharmacy","H.No. 23, Sheth Zila",22883
CRM_A,CRM_A_O_ORG_0101_947,"Devi, Sahota And Kale Pharmacy",Pharmacy,h.no. 23 sheth zila,Tumkur,CA,22883,US,2026-01-02T04:16:57,"Devi, Sahota and Kale Pharmacy","H.No. 23, Sheth Zila",22883
CRM_A,CRM_A_O_ORG_0102_238,"Savant, Tank And Dash Clinic",Clinic,020 chana marg,Tadepalligudem,OH,81131,US,2026-01-31T17:06:06,"Savant, Tank and Dash Clinic","020, Chana Marg",81131
CRM_A,CRM_A_O_ORG_0103_475,"De, Atwal And Keer Clinic",Clinic,67/67 mohanty road,Mangalore,TS,553448,IN,2025-12-19T07:05:32,"De, Atwal and Keer Clinic","67/67, Mohanty Road",553448
CRM_B,CRM_B_O_ORG_0103_660,"De, Atwal And Keer Clinic",Clinic,67/67 mohanty road,Mangalore,TS,553448,IN,2025-10-16T03:54:27,"De, Atwal and Keer Clinic","67/67, Mohanty Road",553448
CRM_A,CRM_A_O_ORG_0104_783,"Suresh, Apte And Tara Pharmacy",Pharmacy,00/49 karpe marg,Adoni,MI,93870,US,2025-12-07T13:46:57,"Suresh, Apte and Tara Pharmacy","00/49, Karpe Marg",93870
CRM_B,CRM_B_O_ORG_0104_810,"Suresh, Apte And Tara Pharmacy",Pharmacy,00/49 karpe marg,Adoni,MI,93870,US,2025-11-23T04:16:22,"Suresh, Apte and Tara Pharmacy","00/49, Karpe Marg",93870
CRM_A,CRM_A_O_ORG_0105_332,Sahni-Raman Clinic,Clinic,29 balay marg,Narasaraopet,NC,66656,US,2026-01-30T08:27:46,Sahni-Raman Clinic,"29
Balay Marg",66656
CRM_B,CRM_B_O_ORG_0105_246,Sahni-Raman Clinic,Clinic,29 balay marg,Narasaraopet,NC,66656,US,2025-10-17T18:37:48,Sahni-Raman Clinic,"29
Balay Marg",66656
CRM_A,CRM_A_O_ORG_0106_539,Muni-Boase Diagnostic Center,Diagnostic Center,h.no. 71 mishra marg,Bardhaman,PA,35521,US,2026-01-06T13:30:10,Muni-Boase Diagnostic Center,"H.No. 71, Mishra Marg",35521-8332
CRM_B,CRM_B_O_ORG_0106_446,Muni-Boase Diagnostic Center,Diagnostic Center,h.no. 71 mishra marg,Bardhaman,PA,35521,US,2025-10-13T15:37:10,Muni-Boase Diagnostic Center,"H.No. 71, Mishra Marg",35521-8332
CRM_A,CRM_A_O_ORG_0107_591,Thakkar-Lanka Lab,Lab,57 dalal chowk,Hospet,AZ,82128,US,2025-11-12T11:25:17,Thakkar-Lanka Lab,"57
Dalal Chowk",82128
CRM_B,CRM_B_O_ORG_0107_709,Thakkar-Lanka Lab,Lab,57 dalal chowk,Hospet,AZ,82128,US,2025-12-29T07:22:41,Thakkar-Lanka Lab,"57
Dalal Chowk",82128
CRM_A,CRM_A_O_ORG_0108_692,Padmanabhan And Sons Diagnostic Center,Diagnostic Center,789 ghosh ganj,Thrissur,DL,738788,IN,2025-11-20T17:11:50,Padmanabhan and Sons Diagnostic Center,"789
Ghosh Ganj",738788
CRM_B,CRM_B_O_ORG_0108_560,Padmanabhan And Sons Diagnostic Center,Diagnostic Center,789 ghosh ganj,Thrissur,DL,738788,IN,2025-12-18T20:21:59,Padmanabhan and Sons Diagnostic Center,"789
Ghosh Ganj",738788
CRM_A,CRM_A_O_ORG_0109_529,Ghose Group Clinic,Clinic,54 mann circle,Panchkula,MA,84134,US,2026-01-08T12:28:32,Ghose Group Clinic,"54
Mann Circle",84134
CRM_B,CRM_B_O_ORG_0109_840,Ghose Group Clnc,Clinic,54 mann circle,Panchkula,MA,84134,US,2026-02-04T08:35:03,Ghose Group Clnc,"54
Mann Circle",84134
CRM_B,CRM_B_O_ORG_0109_566,Ghose Group Clinic,Clinic,54 mann circle,Panchkula,MA,84134,US,2025-11-15T05:29:20,Ghose Group Clinic,54 Mann Circle,84134
CRM_A,CRM_A_O_ORG_0110_874,Mann-Sangha Diagnostic Center,Diagnostic Center,h.no. 40 balan ganj,Bhatpara,CO,70929,US,2025-10-24T00:44:22,Mann-Sangha Diagnostic Center,"H.No. 40
Balan Ganj",70929
CRM_B,CRM_B_O_ORG_0110_895,Mann-Sangha Diagnostic Center,Diagnostic Center,h.no. 40 balan ganj,Bhatpara,CO,70929,US,2025-10-13T18:41:06,Mann-Sangha Diagnostic Center,"H.No. 40
Balan Ganj",70929
CRM_A,CRM_A_O_ORG_0111_789,"Chaudhry, Mital And Kaur Pharmacy",Pharmacy,59 parmer road,Begusarai,MD,13268,US,2026-01-11T18:40:49,"Chaudhry, Mital and Kaur Pharmacy","59
Parmer Road",13268
CRM_B,CRM_B_O_ORG_0111_116,"Chaudhry, Mital And Kaur Pharmacy",Pharmacy,59 parmer road,Begusarai,MD,13268,US,2025-11-16T05:23:33,"Chaudhry, Mital and Kaur Pharmacy","59
Parmer Road",13268
CRM_A,CRM_A_O_ORG_0112_391,"Gera, Kale And Deshpande Lab",Lab,h.no. 53 palla ganj,Erode,FL,79756,US,2026-01-31T04:12:36,"Gera, Kale and Deshpande Lab","H.No. 53, Palla Ganj",79756
CRM_B,CRM_B_O_ORG_0112_368,"Gera, Kale And Deshpande Lab",Lab,h.no. 53 palla ganj,Erode,FL,79756,US,2025-12-17T11:58:48,"Gera, Kale and Deshpande Lab","H.No. 53, Palla Ganj",79756
CRM_A,CRM_A_O_ORG_0113_247,"Edwin, Deo And Viswanathan Lab",Lab,h.no. 75 dixit road,Korba,AL,67778,US,2026-01-31T21:28:40,"Edwin, Deo and Viswanathan Lab","H.No. 75
Dixit Road",67778
CRM_B,CRM_B_O_ORG_0113_285,"Edwin, Deo And Viswanathan Lab",Lab,h.no. 75 dixit road,Korba,AL,67778,US,2025-10-27T03:42:16,"Edwin, Deo and Viswanathan Lab",H.No. 75 Dixit Road,67778
